id,ts,duration,trp0,trp1,trp2,trp3,trp4,trp5,trp6,trp7,grp
1162,1567485000,13.875,87.68,0,0,108.19,4.94,93.31,38.01,30.00,0
1163,1567486800,13.875,50.50,0,0,111.00,133.00,182.56,0,0,0
1164,1567488600,13.875,23.03,0,0,101.82,67.16,74.36,0,0,0
1165,1567490400,13.875,0,0,0,0,162.63,21.00,0,0,0
1166,1567492200,13.875,0,0,68.50,0,75.74,150.70,0,152.00,32.50
1167,1567494000,13.875,0,0,103.92,0,75.24,162.28,0,0,24.25
1168,1567495800,13.875,0,0,175.00,0,18.38,88.69,0,0,64.00
1169,1567497600,13.875,0,0,47.63,0,49.37,106.52,0,0,77.08
1170,1567499400,13.875,0,9.95,40.50,123.04,35.41,99.17,0,10.00,94.50
1171,1567501200,13.875,0,33.94,0,93.00,21.94,31.82,0,0,0
1172,1567503000,13.875,0,148.74,0,135.76,15.02,51.14,0,0,0
1173,1567504800,13.875,0,45.00,0,0,0,71.00,0,0,0
1174,1567506600,13.875,0,71.14,0,0,0,3.06,0.31,148.00,0
1175,1567508400,13.875,0,56.57,0,0,0,45.29,43.50,0,0
1176,1567510200,13.875,0,21.43,0,0,0,3.79,156.14,0,0
1177,1567512000,13.875,0,0,0,0,0,0,78.94,0,0
1178,1567513800,13.875,31.58,0,14.00,58.69,0,0,120.00,148.00,58.00
1179,1567515600,13.875,14.50,0,150.69,114.00,0,0,163.58,0,148.96
1180,1567517400,13.875,46.67,0,130.00,91.92,0,0,59.06,0,42.00
1181,1567519200,13.875,114.32,0,137.70,0,0,0,35.27,0,93.53
1182,1567521000,13.875,83.07,0,0.50,0,0,0,21.94,178.00,2.50
1183,1567522800,13.875,35.00,0,0,0,0,0,0,0,0
1184,1567524600,13.875,136.20,0,0,0,0,0,0,0,0
1185,1567526400,13.875,147.22,0,0,0,0,0,0,0,0
1186,1567528200,13.875,117.38,26.41,0,8.49,0,0,0,48.00,0
1187,1567530000,13.875,89.00,48.79,0,78.00,0,0,0,0,0
1188,1567531800,13.875,25.88,133.04,0,124.45,0,0,0,0,0
1189,1567533600,13.875,0,198.00,0,0,0,0,0,0,0
1190,1567535400,13.875,0,10.16,49.50,0,0,0,0,188.00,34.00
1191,1567537200,13.875,0,79.20,38.11,0,0,0,0,0,97.86
1192,1567539000,13.875,0,53.58,23.00,0,0,0,0,0,161.00
1193,1567540800,13.875,0,0,126.44,0,0,0,0,0,168.01
1194,1567542600,13.875,0,0,81.00,12.02,23.93,0,57.48,184.00,22.00
1195,1567544400,13.875,0,0,0,99.00,26.27,0,9.99,0,0
1196,1567546200,13.875,0,0,0,37.48,83.99,0,99.51,0,0
1197,1567548000,13.875,0,0,0,0,91.69,0,73.23,0,0
1198,1567549800,13.875,0,0,0,0,37.48,0,109.00,153.00,0
1199,1567551600,13.875,0,0,0,0,139.15,0,57.06,0,0
1200,1567553400,13.875,0,0,0,0,170.18,0,47.73,0,0
1201,1567569600,13.875,152.42,0,0,0,186.41,20.78,58.19,0,0
1202,1567571400,13.875,129.40,0,0,58.69,59.26,86.84,51.91,169.00,0
1203,1567573200,13.875,76.00,0,0,70.00,111.00,85.97,0,0,0
1204,1567575000,13.875,45.03,0,0,6.36,27.66,185.40,0,0,0
1205,1567576800,13.875,0,0,0,0,138.85,76.00,0,0,0
1206,1567578600,13.875,0,0,88.50,0,101.57,80.31,0,59.00,69.00
1207,1567580400,13.875,0,0,164.54,0,156.14,128.47,0,0,61.49
1208,1567582200,13.875,0,0,60.00,0,117.38,161.68,0,0,186.00
1209,1567584000,13.875,0,0,150.69,0,88.17,51.10,0,0,157.62
1210,1567585800,13.875,0,39.03,97.50,69.30,12.26,96.79,0,144.00,43.50
1211,1567587600,13.875,0,50.20,0,120.00,49.13,24.04,0,0,0
1212,1567589400,13.875,0,80.38,0,114.55,18.15,121.14,0,0,0
1213,1567591200,13.875,0,117.00,0,0,0,6.00,0,0,0
1214,1567593000,13.875,0,63.75,0,0,0,30.23,46.04,152.00,0
1215,1567594800,13.875,0,30.41,0,0,0,32.61,49.37,0,0
1216,1567596600,13.875,0,19.90,0,0,0,23.36,122.97,0,0
1217,1567598400,13.875,0,0,0,0,0,0,184.50,0,0
1218,1567600200,13.875,38.31,0,6.50,47.38,0,0,59.00,57.00,61.50
1219,1567602000,13.875,56.50,0,139.43,180.00,0,0,97.01,0,73.61
1220,1567603800,13.875,64.35,0,88.00,120.21,0,0,100.32,0,185.00
1221,1567605600,13.875,46.77,0,44.17,0,0,0,84.64,0,163.68
1222,1567607400,13.875,155.51,0,23.50,0,0,0,26.27,78.00,46.50
1223,1567609200,13.875,51.00,0,0,0,0,0,0,0,0
1224,1567611000,13.875,97.56,0,0,0,0,0,0,0,0
1225,1567612800,13.875,73.61,0,0,0,0,0,0,0,0
1226,1567614600,13.875,14.14,22.96,0,115.97,0,0,0,93.00,0
1227,1567616400,13.875,45.50,21.92,0,140.00,0,0,0,0,0
1228,1567618200,13.875,8.28,31.41,0,45.25,0,0,0,0,0
1229,1567620000,13.875,0,189.00,0,0,0,0,0,0,0
1230,1567621800,13.875,0,159.83,46.00,0,0,0,0,93.00,12.00
1231,1567623600,13.875,0,33.23,26.85,0,0,0,0,0,9.53
1232,1567625400,13.875,0,55.11,136.00,0,0,0,0,0,181.00
1233,1567627200,13.875,0,0,16.45,0,0,0,0,0,44.17
1234,1567629000,13.875,0,0,79.00,64.35,16.43,0,44.19,180.00,91.50
1235,1567630800,13.875,0,0,0,195.00,56.86,0,84.64,0,0
1236,1567632600,13.875,0,0,0,34.65,45.40,0,36.41,0,0
1237,1567634400,13.875,0,0,0,0,100.51,0,44.70,0,0
1238,1567636200,13.875,0,0,0,0,133.64,0,80.00,133.00,0
1239,1567638000,13.875,0,0,0,0,77.67,0,8.56,0,0
1240,1567639800,13.875,0,0,0,0,57.92,0,12.14,0,0
